957762466137690113,957665155139194883
957732361000636416,957638639390949377
957731204853387264,957636465290371072
957733014028595200,957636465290371072
957762336529440769,957760108225794048
957731120518451202,957554440923439104
957733934137249793,957554440923439104
957734373071179778,957707010434306048
957737083875053571,957707010434306048
957745611364884483,957638367033872384
957746543947165696,957638367033872384
957749234517897216,957638367033872384
957757899836678144,957638367033872384
957762296893399041,957638367033872384
957762297140723713,957612670240329729
957731211694125056,957715464070881281
957731344120860672,957715464070881281
957732636818071554,957715464070881281
957733671766671360,957715464070881281
957736260860248064,957715464070881281
957740013688578048,957715464070881281
957742920563593216,957715464070881281
957745514518212608,957715464070881281
957748446114414594,957715464070881281
957748971845443586,957715464070881281
957750392233672704,957715464070881281
957750752717484039,957715464070881281
957751178166759426,957715464070881281
957756413345959936,957715464070881281
957761149419835393,957715464070881281
957762221068742662,957715464070881281
957736413348339712,957702658223157250
957743480079437824,957702658223157250
957749474876710912,957702658223157250
957749493335773184,957702658223157250
957751843416834048,957702658223157250
957755864215183361,957702658223157250
957757273748754438,957702658223157250
957762190341230592,957702658223157250
957731167343493121,957730480618647553
957731383727751169,957730480618647553
957731720706523142,957730480618647553
957731900608663552,957730480618647553
957732052367003648,957730480618647553
957732144041754624,957730480618647553
957732570795560962,957730480618647553
957732627095662593,957730480618647553
957733038653403138,957730480618647553
957733942911627264,957730480618647553
957734302078394369,957730480618647553
957735340726521857,957730480618647553
957735571312521216,957730480618647553
957736176080764929,957730480618647553
957736658748796928,957730480618647553
957739780309180416,957730480618647553
957744323239563265,957730480618647553
957745908023775237,957730480618647553
957753726961254400,957730480618647553
957762189082939392,957730480618647553
957743885236817921,957741489093795850
957748803968303106,957741489093795850
957752467336368128,957741489093795850
957753650021126144,957741489093795850
957754559027322880,957741489093795850
957760066958102539,957741489093795850
957760480680046592,957741489093795850
957762153318141957,957741489093795850
957754443637968896,957753247984386049
957762150063362048,957753247984386049
957733024141119489,957721410176208896
957733245344460800,957721410176208896
957734623462567936,957721410176208896
957734748583022592,957721410176208896
957735874074161152,957721410176208896
957736035420704768,957721410176208896
957744949923074048,957721410176208896
957762143771766784,957721410176208896
957762087018811393,957682555808989184
957735269679140864,957695165703041024
957762094472089600,957695165703041024
957731355588218880,957723203094290432
957731487985610752,957723203094290432
957732487563628544,957723203094290432
957762038826024960,957723203094290432
957761031194918912,957723203094290432
957761003063840768,957723203094290432
957758888186703873,957723203094290432
957758876274888704,957723203094290432
957758367203667968,957723203094290432
957757963673927685,957723203094290432
957757860464734210,957723203094290432
957757195906617345,957723203094290432
957756741986455552,957723203094290432
957756683652157440,957723203094290432
957756648591974403,957723203094290432
957755858439438343,957723203094290432
957755051002523655,957723203094290432
957752710941601792,957723203094290432
957752583052935200,957723203094290432
957751676521385984,957723203094290432
957750329172471810,957723203094290432
957748130832777216,957723203094290432
957747317544599552,957723203094290432
957745827883175936,957723203094290432
957744174132006913,957723203094290432
957744059199770624,957723203094290432
957742849969176576,957723203094290432
957742809565495297,957723203094290432
957742420711608321,957723203094290432
957742409382801408,957723203094290432
957742112518258689,957723203094290432
957742002375970818,957723203094290432
957741279449899008,957723203094290432
957740313552064519,957723203094290432
957739886710149120,957723203094290432
957739363739291648,957723203094290432
957739248303640577,957723203094290432
957739107593179137,957723203094290432
957738889346600960,957723203094290432
957738807381684225,957723203094290432
957737235302047744,957723203094290432
957737159087329281,957723203094290432
957736000041639936,957723203094290432
957735748790247424,957723203094290432
957735495525634048,957723203094290432
957734516013043713,957723203094290432
957734325163872256,957723203094290432
957734067050565632,957723203094290432
957733520952254468,957723203094290432
957733268899680256,957723203094290432
957737011347185664,957668344030572544
957738090638004225,957668344030572544
957745189665128448,957668344030572544
957746649740197888,957668344030572544
957749284765618176,957668344030572544
957759428148817920,957668344030572544
957762053535666176,957668344030572544
957762056001859585,957668344030572544
957760097119293440,957758500976803840
957760810910142464,957758500976803840
957762022220992514,957758500976803840
957735475300749323,957660876538023936
957761945108664324,957660876538023936
957737310203797504,957650073210454018
957747168877543424,957650073210454018
957761709921394688,957650073210454018
957731890672226304,957701221359349760
957732430873485312,957701221359349760
957732449303351297,957701221359349760
957734619612438528,957701221359349760
957734803272556544,957701221359349760
957737156969054208,957701221359349760
957737196693303296,957701221359349760
957739520576778245,957701221359349760
957740205615734785,957701221359349760
957741971824619523,957701221359349760
957743182510407680,957701221359349760
957744776689876993,957701221359349760
957750114210103296,957701221359349760
957750968145326088,957701221359349760
957751654249615362,957701221359349760
957753890379776000,957701221359349760
957760792186761217,957701221359349760
957761658260283397,957701221359349760
957761700693970945,957701221359349760
957742710676443137,957660134678892544
957752240495882240,957660134678892544
957755683012722688,957660134678892544
957758924823908353,957660134678892544
